input_file,si,ti,n
bigbuck_bunny.mkv,24.531,0.722,582
bigbuck_bunny.mkv,24.537,0.735,583
bigbuck_bunny.mkv,24.53,0.817,584
bigbuck_bunny.mkv,24.532,1.061,585
bigbuck_bunny.mkv,24.531,1.375,586
bigbuck_bunny.mkv,24.527,1.646,587
bigbuck_bunny.mkv,24.516,1.899,588
bigbuck_bunny.mkv,24.513,2.087,589
bigbuck_bunny.mkv,24.5,2.337,590
bigbuck_bunny.mkv,24.473,2.739,591
bigbuck_bunny.mkv,24.422,3.258,592
bigbuck_bunny.mkv,24.305,4.358,593
bigbuck_bunny.mkv,24.202,5.221,594
bigbuck_bunny.mkv,24.144,5.388,595
bigbuck_bunny.mkv,24.102,5.396,596
bigbuck_bunny.mkv,24.075,5.2,597
bigbuck_bunny.mkv,24.019,5.166,598
bigbuck_bunny.mkv,23.967,5.126,599
